,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID
1230,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Suburban,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,29.17913,-95.42166,,TX-020902-020902102
1231,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,30.35609,-95.08465,,TX-020902-020902102
1232,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Suburban,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,32.61043,-96.84506,,TX-020902-020902102
1233,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,29.20823,-96.28771,,TX-020902-020902102
1234,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,32.16585,-94.80627,,TX-020902-020902102
1235,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Suburban,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,29.4055,-94.92375,,TX-020902-020902102
1236,20902,ANGLETON ISD,20902102.0,NORTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,491,B,83,0.672,0.018,314.0,21.0,2.0,0.0,154.0,398.0,0.0,58.0,382.0,33.86,32.40088,-96.83909,,TX-020902-020902102
1237,20902,ANGLETON ISD,20902103.0,SOUTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Suburban,313,B,89,0.821,0.058,242.0,17.0,0.0,0.0,44.0,316.0,0.0,28.0,242.0,26.83,29.15135,-95.42229,,TX-020902-020902103
1238,20902,ANGLETON ISD,20902103.0,SOUTHSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,313,B,89,0.821,0.058,242.0,17.0,0.0,0.0,44.0,316.0,0.0,28.0,242.0,26.83,32.36643,-96.1004,,TX-020902-020902103
1239,20902,ANGLETON ISD,20902104.0,WESTSIDE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Suburban,1003,B,87,0.786,0.402,747.0,43.0,4.0,0.0,156.0,1522.0,0.0,56.0,282.0,70.4,29.16192,-95.44034,,TX-020902-020902104
1240,20902,ANGLETON ISD,20902108.0,RANCHO ISABELLA EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Suburban,414,B,85,0.688,0.043,273.0,12.0,0.0,2.0,108.0,352.0,0.0,54.0,320.0,29.82,29.19729,-95.42291,90351.0,TX-020902-020902108
1241,20902,ANGLETON ISD,20902109.0,FRONTIER EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,441,B,86,0.531,0.048,212.0,24.0,2.0,2.0,122.0,342.0,4.0,46.0,372.0,32.33,29.48799,-95.41561,99840.0,TX-020902-020902109
1242,20902,ANGLETON ISD,20902110.0,CENTRAL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,Rural,528,B,88,0.754,0.155,388.0,15.0,8.0,10.0,138.0,530.0,4.0,32.0,346.0,33.42,31.4307,-94.81767,,TX-020902-020902110
1243,20902,ANGLETON ISD,20902110.0,CENTRAL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,Suburban,528,B,88,0.754,0.155,388.0,15.0,8.0,10.0,138.0,530.0,4.0,32.0,346.0,33.42,32.65597,-96.53727,,TX-020902-020902110
1244,20902,ANGLETON ISD,20902110.0,CENTRAL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,Rural,528,B,88,0.754,0.155,388.0,15.0,8.0,10.0,138.0,530.0,4.0,32.0,346.0,33.42,32.1571,-94.7997,,TX-020902-020902110
1245,20902,ANGLETON ISD,20902110.0,CENTRAL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,Rural,528,B,88,0.754,0.155,388.0,15.0,8.0,10.0,138.0,530.0,4.0,32.0,346.0,33.42,32.37562,-96.10735,,TX-020902-020902110
1246,20902,ANGLETON ISD,20902110.0,CENTRAL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,Rural,528,B,88,0.754,0.155,388.0,15.0,8.0,10.0,138.0,530.0,4.0,32.0,346.0,33.42,28.70935,-96.21654,,TX-020902-020902110
1247,20902,ANGLETON ISD,20902110.0,CENTRAL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,Rural,528,B,88,0.754,0.155,388.0,15.0,8.0,10.0,138.0,530.0,4.0,32.0,346.0,33.42,34.15104,-99.27878,,TX-020902-020902110
1248,20904,DANBURY ISD,20904001.0,DANBURY H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,244,C,78,0.373,0.053,80.0,11.0,2.0,2.0,2.0,124.0,0.0,14.0,344.0,21.27,29.22546,-95.34184,77898.0,TX-020904-020904001
1249,20904,DANBURY ISD,20904002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Suburban,1,Not Rated,.,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,29.41877,-95.24154,50165.0,TX-020904-020904002
1250,20904,DANBURY ISD,20904002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,29.13791,-95.65198,59005.0,TX-020904-020904002
1251,20904,DANBURY ISD,20904002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,29.2894,-95.7406,93830.0,TX-020904-020904002
1252,20904,DANBURY ISD,20904002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,29.22546,-95.34184,77898.0,TX-020904-020904002
1253,20904,DANBURY ISD,20904002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Suburban,1,Not Rated,.,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,29.16755,-95.43118,82321.0,TX-020904-020904002
1254,20904,DANBURY ISD,20904002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,29.04782,-95.70635,74375.0,TX-020904-020904002
1255,20904,DANBURY ISD,20904041.0,DANBURY MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,06 - 08,No,Rural,166,B,81,0.398,0.09,59.0,7.0,0.0,0.0,2.0,88.0,0.0,8.0,236.0,11.63,29.22546,-95.34184,77898.0,TX-020904-020904041
1256,20904,DANBURY ISD,20904101.0,DANBURY EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 05,No,,322,B,81,0.379,0.071,111.0,12.0,0.0,0.0,2.0,160.0,0.0,20.0,468.0,27.91,,,,TX-020904-020904101
1257,20905,BRAZOSPORT ISD,20905001.0,BRAZOSPORT H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Suburban,947,B,81,0.785,0.133,721.0,22.0,8.0,2.0,178.0,1344.0,2.0,42.0,320.0,78.85,28.95681,-95.36947,52783.0,TX-020905-020905001
1258,20905,BRAZOSPORT ISD,20905002.0,BRAZOSWOOD H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Suburban,2395,C,76,0.54,0.058,1190.0,105.0,18.0,96.0,288.0,2410.0,2.0,120.0,1862.0,170.01,29.0267,-95.40873,86543.0,TX-020905-020905002
1259,20905,BRAZOSPORT ISD,20905004.0,LIGHTHOUSE LEARNING CENTER - DAEP,REGION 04: HOUSTON,BRAZORIA,Elem/Secondary,03 - 12,No,Suburban,88,Not Rated,.,0.864,0.125,71.0,5.0,0.0,2.0,44.0,86.0,0.0,4.0,40.0,14.62,28.94864,-95.37393,44794.0,TX-020905-020905004
1260,20905,BRAZOSPORT ISD,20905005.0,LIGHTHOUSE LEARNING CENTER - JJAEP,REGION 04: HOUSTON,BRAZORIA,High School,09 - 11,No,Suburban,3,Not Rated,.,0.667,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.64,28.94864,-95.37393,44794.0,TX-020905-020905005
1261,20905,BRAZOSPORT ISD,20905006.0,BRAZOS SUCCESS ACADEMY,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,,107,A,96,0.804,0.084,85.0,1.0,0.0,0.0,10.0,144.0,0.0,2.0,58.0,11.0,,,,TX-020905-020905006
1262,20905,BRAZOSPORT ISD,20905007.0,BRAZOS HARBOR,REGION 04: HOUSTON,BRAZORIA,Middle School,08 - 08,No,,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.82,,,,TX-020905-020905007
1263,20905,BRAZOSPORT ISD,20905041.0,CLUTE INT,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 08,No,Suburban,945,B,80,0.731,0.221,657.0,34.0,8.0,6.0,168.0,1266.0,2.0,42.0,400.0,69.13,29.02306,-95.40133,53750.0,TX-020905-020905041
1264,20905,BRAZOSPORT ISD,20905042.0,FREEPORT INT,REGION 04: HOUSTON,BRAZORIA,Middle School,07 - 08,No,Suburban,425,B,88,0.864,0.191,358.0,9.0,2.0,2.0,76.0,580.0,0.0,30.0,160.0,38.08,28.95461,-95.37036,44794.0,TX-020905-020905042
1265,20905,BRAZOSPORT ISD,20905043.0,LAKE JACKSON INT,REGION 04: HOUSTON,BRAZORIA,Middle School,07 - 08,No,Suburban,868,B,83,0.59,0.055,452.0,60.0,14.0,40.0,86.0,778.0,0.0,60.0,758.0,56.7,29.04497,-95.44237,82115.0,TX-020905-020905043
1266,20905,BRAZOSPORT ISD,20905101.0,S F AUSTIN EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 06,No,Rural,263,C,71,0.738,0.103,190.0,6.0,6.0,0.0,20.0,254.0,0.0,16.0,234.0,21.16,28.96692,-95.46324,72024.0,TX-020905-020905101
1267,20905,BRAZOSPORT ISD,20905102.0,A P BEUTEL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,KG - 04,No,Suburban,537,A,91,0.598,0.05,288.0,33.0,4.0,10.0,36.0,466.0,0.0,28.0,534.0,39.54,29.03441,-95.43143,82642.0,TX-020905-020905102
1268,20905,BRAZOSPORT ISD,20905104.0,FREEPORT EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 02,No,,574,C,79,0.894,0.324,506.0,10.0,2.0,6.0,98.0,854.0,0.0,32.0,166.0,38.02,,,,TX-020905-020905104
1269,20905,BRAZOSPORT ISD,20905107.0,ELISABET NEY PRE-KINDERGARTEN CAMPUS,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - PK,No,,206,B,80,0.767,0.073,152.0,8.0,0.0,4.0,24.0,224.0,0.0,18.0,156.0,13.65,,,,TX-020905-020905107
1270,20905,BRAZOSPORT ISD,20905108.0,T W OGG EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,629,B,82,0.86,0.226,516.0,25.0,2.0,10.0,138.0,814.0,2.0,60.0,234.0,45.3,29.02071,-95.41273,86543.0,TX-020905-020905108
1271,20905,BRAZOSPORT ISD,20905109.0,O M ROBERTS EL,REGION 04: HOUSTON,BRAZORIA,Elementary,KG - 04,No,Suburban,605,A,91,0.676,0.078,385.0,24.0,0.0,36.0,96.0,572.0,0.0,56.0,450.0,42.3,29.02195,-95.4297,82642.0,TX-020905-020905109
1272,20905,BRAZOSPORT ISD,20905110.0,VELASCO EL,REGION 04: HOUSTON,BRAZORIA,Elementary,03 - 04,No,Rural,290,C,79,0.91,0.317,259.0,5.0,0.0,4.0,66.0,430.0,0.0,20.0,60.0,23.55,28.9798,-95.354,70750.0,TX-020905-020905110
1273,20905,BRAZOSPORT ISD,20905111.0,BESS BRANNEN EL,REGION 04: HOUSTON,BRAZORIA,Elementary,KG - 04,No,Suburban,688,A,91,0.483,0.06,308.0,24.0,4.0,36.0,58.0,508.0,2.0,42.0,728.0,45.49,29.05794,-95.44536,82115.0,TX-020905-020905111
1274,20905,BRAZOSPORT ISD,20905113.0,GLADYS POLK EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,403,B,83,0.667,0.047,268.0,3.0,2.0,16.0,64.0,412.0,0.0,42.0,288.0,31.35,29.06299,-95.41038,80500.0,TX-020905-020905113
1275,20905,BRAZOSPORT ISD,20905114.0,GRIFFITH EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,539,B,80,0.764,0.427,399.0,13.0,0.0,10.0,26.0,880.0,0.0,16.0,150.0,38.75,29.04132,-95.41322,124552.0,TX-020905-020905114
1276,20905,BRAZOSPORT ISD,20905115.0,RASCO MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 06,No,Rural,730,C,76,0.577,0.051,381.0,40.0,10.0,32.0,76.0,622.0,0.0,62.0,660.0,48.61,29.03131,-95.45638,81005.0,TX-020905-020905115
1277,20905,BRAZOSPORT ISD,20905116.0,O'HARA LANIER MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 06,No,Suburban,340,D,69,0.918,0.332,300.0,12.0,4.0,6.0,52.0,522.0,0.0,8.0,88.0,24.95,28.9635,-95.3665,52783.0,TX-020905-020905116
1278,20906,SWEENY ISD,20906002.0,SWEENY H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,589,C,72,0.509,0.039,267.0,33.0,0.0,2.0,150.0,324.0,0.0,60.0,642.0,47.49,29.05028,-95.70511,74375.0,TX-020906-020906002
1279,20906,SWEENY ISD,20906041.0,SWEENY J H,REGION 04: HOUSTON,BRAZORIA,Middle School,06 - 08,No,Rural,445,C,75,0.566,0.054,237.0,15.0,2.0,4.0,102.0,246.0,0.0,54.0,482.0,32.89,29.04411,-95.70197,74375.0,TX-020906-020906041
1280,20906,SWEENY ISD,20906104.0,SWEENY EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 05,No,Rural,864,F,57,0.671,0.037,549.0,31.0,0.0,4.0,154.0,466.0,0.0,80.0,1024.0,51.66,29.04132,-95.70598,74375.0,TX-020906-020906104
1281,20907,COLUMBIA-BRAZORIA ISD,20907001.0,COLUMBIA H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,888,C,71,0.602,0.075,488.0,48.0,4.0,2.0,176.0,524.0,0.0,52.0,1020.0,58.57,29.13791,-95.65198,59005.0,TX-020907-020907001
1282,20907,COLUMBIA-BRAZORIA ISD,20907005.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Suburban,1,Not Rated,.,1.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.41877,-95.24154,50165.0,TX-020907-020907005
1283,20907,COLUMBIA-BRAZORIA ISD,20907005.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.13791,-95.65198,59005.0,TX-020907-020907005
1284,20907,COLUMBIA-BRAZORIA ISD,20907005.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.2894,-95.7406,93830.0,TX-020907-020907005
1285,20907,COLUMBIA-BRAZORIA ISD,20907005.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.22546,-95.34184,77898.0,TX-020907-020907005
1286,20907,COLUMBIA-BRAZORIA ISD,20907005.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Suburban,1,Not Rated,.,1.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.16755,-95.43118,82321.0,TX-020907-020907005
1287,20907,COLUMBIA-BRAZORIA ISD,20907005.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 09,No,Rural,1,Not Rated,.,1.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,29.04782,-95.70635,74375.0,TX-020907-020907005
1288,20907,COLUMBIA-BRAZORIA ISD,20907042.0,WEST BRAZOS J H,REGION 04: HOUSTON,BRAZORIA,Middle School,06 - 08,No,,676,C,79,0.652,0.105,394.0,47.0,8.0,2.0,98.0,382.0,0.0,44.0,818.0,48.55,,,,TX-020907-020907042
1289,20907,COLUMBIA-BRAZORIA ISD,20907102.0,WEST COLUMBIA EL,REGION 04: HOUSTON,BRAZORIA,Elementary,KG - 05,No,Rural,707,B,82,0.597,0.078,372.0,50.0,0.0,6.0,84.0,380.0,0.0,46.0,902.0,42.95,29.13491,-95.64562,59005.0,TX-020907-020907102
1290,20907,COLUMBIA-BRAZORIA ISD,20907106.0,WILD PEACH EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 01,No,Rural,263,C,75,0.848,0.095,207.0,16.0,2.0,2.0,30.0,110.0,0.0,22.0,372.0,20.63,29.1518,-95.6617,93830.0,TX-020907-020907106
1291,20907,COLUMBIA-BRAZORIA ISD,20907107.0,BARROW EL,REGION 04: HOUSTON,BRAZORIA,Elementary,02 - 06,No,Rural,382,C,74,0.777,0.113,280.0,18.0,0.0,4.0,48.0,242.0,2.0,18.0,452.0,27.53,29.05117,-95.57037,61406.0,TX-020907-020907107
1292,20908,PEARLAND ISD,20908001.0,PEARLAND H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Suburban,3258,B,82,0.362,0.051,1007.0,173.0,16.0,402.0,826.0,2646.0,12.0,206.0,2414.0,191.05,29.54585,-95.27656,103493.0,TX-020908-020908001
1293,20908,PEARLAND ISD,20908002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Suburban,16,Not Rated,.,0.688,0.063,,,0.0,0.0,6.0,18.0,0.0,2.0,6.0,,29.41877,-95.24154,50165.0,TX-020908-020908002
1294,20908,PEARLAND ISD,20908002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,16,Not Rated,.,0.688,0.063,,,0.0,0.0,6.0,18.0,0.0,2.0,6.0,,29.13791,-95.65198,59005.0,TX-020908-020908002
1295,20908,PEARLAND ISD,20908002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,16,Not Rated,.,0.688,0.063,,,0.0,0.0,6.0,18.0,0.0,2.0,6.0,,29.2894,-95.7406,93830.0,TX-020908-020908002
1296,20908,PEARLAND ISD,20908002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,16,Not Rated,.,0.688,0.063,,,0.0,0.0,6.0,18.0,0.0,2.0,6.0,,29.22546,-95.34184,77898.0,TX-020908-020908002
1297,20908,PEARLAND ISD,20908002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Suburban,16,Not Rated,.,0.688,0.063,,,0.0,0.0,6.0,18.0,0.0,2.0,6.0,,29.16755,-95.43118,82321.0,TX-020908-020908002
1298,20908,PEARLAND ISD,20908002.0,BRAZORIA CO J J A E P,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,Rural,16,Not Rated,.,0.688,0.063,,,0.0,0.0,6.0,18.0,0.0,2.0,6.0,,29.04782,-95.70635,74375.0,TX-020908-020908002
1299,20908,PEARLAND ISD,20908004.0,PACE CENTER,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,,93,A,92,0.602,0.022,49.0,8.0,2.0,4.0,24.0,96.0,0.0,6.0,56.0,18.79,,,,TX-020908-020908004
1300,20908,PEARLAND ISD,20908007.0,GLENDA DAWSON H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,,2554,A,91,0.277,0.049,607.0,101.0,10.0,976.0,1232.0,1236.0,10.0,198.0,1452.0,141.97,,,,TX-020908-020908007
1301,20908,PEARLAND ISD,20908009.0,ROBERT TURNER COLLEGE AND CAREER H S,REGION 04: HOUSTON,BRAZORIA,High School,09 - 12,No,,1114,A,94,0.36,0.055,323.0,78.0,8.0,234.0,210.0,992.0,0.0,48.0,736.0,60.78,,,,TX-020908-020908009
1302,20908,PEARLAND ISD,20908041.0,PEARLAND J H EAST,REGION 04: HOUSTON,BRAZORIA,Middle School,07 - 08,No,,848,A,91,0.337,0.046,253.0,33.0,2.0,74.0,210.0,612.0,0.0,54.0,744.0,48.62,,,,TX-020908-020908041
1303,20908,PEARLAND ISD,20908042.0,PEARLAND J H WEST,REGION 04: HOUSTON,BRAZORIA,Middle School,07 - 08,No,,917,A,92,0.359,0.116,293.0,37.0,2.0,324.0,208.0,790.0,0.0,56.0,458.0,55.16,,,,TX-020908-020908042
1304,20908,PEARLAND ISD,20908043.0,PEARLAND J H SOUTH,REGION 04: HOUSTON,BRAZORIA,Middle School,07 - 08,No,,894,B,89,0.517,0.18,395.0,67.0,6.0,70.0,352.0,848.0,0.0,52.0,462.0,51.59,,,,TX-020908-020908043
1305,20908,PEARLAND ISD,20908044.0,BERRY MILLER J H,REGION 04: HOUSTON,BRAZORIA,Middle School,07 - 08,No,,844,A,93,0.263,0.063,179.0,43.0,6.0,306.0,342.0,394.0,6.0,82.0,552.0,46.86,,,,TX-020908-020908044
1306,20908,PEARLAND ISD,20908101.0,E A LAWHON EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,827,B,83,0.605,0.389,460.0,41.0,4.0,116.0,186.0,1042.0,0.0,56.0,266.0,55.8,29.58757,-95.32031,94766.0,TX-020908-020908101
1307,20908,PEARLAND ISD,20908102.0,C J HARRIS EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,,558,B,85,0.527,0.072,268.0,27.0,2.0,56.0,218.0,462.0,0.0,40.0,344.0,38.09,,,,TX-020908-020908102
1308,20908,PEARLAND ISD,20908103.0,SHADYCREST EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 04,No,Suburban,589,B,88,0.255,0.025,130.0,20.0,8.0,46.0,64.0,390.0,0.0,58.0,624.0,35.62,29.54802,-95.25736,120938.0,TX-020908-020908103
1309,20908,PEARLAND ISD,20908104.0,H C CARLESTON EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,776,C,70,0.659,0.38,443.0,69.0,4.0,40.0,380.0,892.0,0.0,40.0,206.0,51.54,29.55213,-95.31435,121382.0,TX-020908-020908104
1310,20908,PEARLAND ISD,20908105.0,SAM JAMISON MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 06,No,Suburban,754,B,87,0.528,0.223,345.0,53.0,4.0,70.0,282.0,684.0,0.0,62.0,406.0,48.6,29.56031,-95.30146,68750.0,TX-020908-020908105
1311,20908,PEARLAND ISD,20908106.0,CHALLENGER EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,567,A,90,0.358,0.178,176.0,27.0,0.0,206.0,236.0,344.0,2.0,70.0,282.0,38.1,29.57079,-95.34127,143068.0,TX-020908-020908106
1312,20908,PEARLAND ISD,20908107.0,RUSTIC OAK EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,666,B,89,0.315,0.071,186.0,24.0,0.0,98.0,98.0,448.0,0.0,64.0,640.0,41.06,29.53477,-95.23212,102715.0,TX-020908-020908107
1313,20908,PEARLAND ISD,20908108.0,LEON H SABLATURA MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 06,No,Suburban,928,A,90,0.387,0.23,312.0,47.0,2.0,362.0,160.0,820.0,2.0,96.0,414.0,48.17,29.56468,-95.27975,88375.0,TX-020908-020908108
1314,20908,PEARLAND ISD,20908109.0,SILVERLAKE EL,REGION 04: HOUSTON,BRAZORIA,Elementary,PK - 04,No,Suburban,674,A,93,0.318,0.163,180.0,34.0,4.0,314.0,320.0,310.0,4.0,96.0,306.0,39.62,29.5434,-95.3676,111442.0,TX-020908-020908109
1315,20908,PEARLAND ISD,20908110.0,SILVERCREST EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,Suburban,658,A,96,0.111,0.219,54.0,19.0,0.0,498.0,160.0,162.0,0.0,84.0,414.0,38.07,29.55066,-95.36664,152917.0,TX-020908-020908110
1316,20908,PEARLAND ISD,20908111.0,ROGERS MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 06,No,Rural,793,A,92,0.277,0.079,172.0,48.0,4.0,250.0,378.0,412.0,8.0,90.0,446.0,41.56,30.92973,-97.23094,80000.0,TX-020908-020908111
1317,20908,PEARLAND ISD,20908111.0,ROGERS MIDDLE,REGION 04: HOUSTON,BRAZORIA,Middle School,05 - 06,No,Urban,793,A,92,0.277,0.079,172.0,48.0,4.0,250.0,378.0,412.0,8.0,90.0,446.0,41.56,29.36727,-98.42745,42102.0,TX-020908-020908111
1318,20908,PEARLAND ISD,20908112.0,MASSEY RANCH EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,,616,B,87,0.409,0.114,226.0,26.0,2.0,122.0,200.0,476.0,8.0,58.0,376.0,40.57,,,,TX-020908-020908112
1319,20908,PEARLAND ISD,20908113.0,BARBARA COCKRELL EL,REGION 04: HOUSTON,BRAZORIA,Elementary,EE - 04,No,,752,A,92,0.435,0.289,285.0,44.0,2.0,166.0,96.0,836.0,2.0,52.0,362.0,47.66,,,,TX-020908-020908113
